atom_id,study_id,domain,scenario,operation,method_label,target_flow_slot,target_atom_type,input_schema,output_schema,parameters,parameter_status,applicable_when,not_applicable_when,required_metadata_keys,required_user_confirmations,missing_for_execution,evidence_use,evidence_refs,confidence,readiness_status,review_required,notes
ATOM_two_way_anova,builtin,analysis,general,two_way_anova,Two-Way ANOVA,group_comparison_slot,statistical_test,"{""type"": ""factorial_design""}","{""type"": ""ANOVAResults"", ""fields"": [""f_factor_a"", ""f_factor_b"", ""f_interaction"", ""p_values""]}","{""factor_a"": """", ""factor_b"": """", ""interaction"": true}","{""factor_a"": ""candidate"", ""factor_b"": ""candidate""}","{""has_two_factors"": true}",{},"[""factor_a_labels"", ""factor_b_labels""]",[],"factor_a, factor_b",method_atom,scipy_two_way_anova,high,ready,true,Two between-subjects factors with interaction. Tests main effects and AxB.
ATOM_wilcoxon_signed_rank,builtin,analysis,general,wilcoxon_signed_rank,Wilcoxon Signed-Rank Test,group_comparison_slot,nonparametric_test,"{""type"": ""two_paired_arrays""}","{""type"": ""NonParametricResults"", ""fields"": [""test_statistic"", ""p_value"", ""effect_size_r""]}","{""alternative"": ""two-sided"", ""zero_method"": ""wilcox""}","{""alternative"": ""candidate""}","{""non_normal_data"": true}",{},[],[],,method_atom,scipy_wilcoxon,high,ready,true,Non-parametric paired test. Alternative to paired t-test when normality violated.
ATOM_mann_whitney_u,builtin,analysis,general,mann_whitney_u,Mann-Whitney U Test,group_comparison_slot,nonparametric_test,"{""type"": ""two_numeric_arrays""}","{""type"": ""NonParametricResults"", ""fields"": [""u_statistic"", ""p_value"", ""rank_biserial_correlation""]}","{""alternative"": ""two-sided"", ""method"": ""auto""}","{""alternative"": ""candidate""}","{""non_normal_data"": true}",{},[],[],,method_atom,scipy_mannwhitneyu,high,ready,true,Non-parametric independent test. Tests whether distributions differ.
ATOM_kruskal_wallis,builtin,analysis,general,kruskal_wallis,Kruskal-Wallis H Test,group_comparison_slot,nonparametric_test,"{""type"": ""multiple_numeric_arrays""}","{""type"": ""NonParametricResults"", ""fields"": [""h_statistic"", ""p_value"", ""epsilon_squared""]}","{""alternative"": ""two-sided""}","{""alternative"": ""candidate""}","{""n_groups"": "">2"", ""non_normal"": true}",{},[],[],,method_atom,scipy_kruskal,high,ready,true,Non-parametric one-way ANOVA alternative.
ATOM_friedman_test,builtin,analysis,general,friedman_test,Friedman Test,group_comparison_slot,nonparametric_test,"{""type"": ""subjects_x_conditions_matrix""}","{""type"": ""NonParametricResults"", ""fields"": [""chi2_statistic"", ""p_value""]}",{},{},"{""has_repeated_measures"": true, ""non_normal"": true}",{},[],[],,method_atom,scipy_friedmanchisquare,high,ready,true,Non-parametric repeated measures test. Alternative to RM-ANOVA.
ATOM_normality_test,builtin,analysis,general,normality_test,Normality Test,assumption_check_slot,assumption_check,"{""type"": ""numeric_array""}","{""type"": ""NormalityResults"", ""fields"": [""test_statistic"", ""p_value"", ""is_normal""]}","{""method"": ""shapiro_wilk | kolmogorov_smirnov | anderson_darling"", ""alpha"": 0.05}","{""method"": ""candidate"", ""alpha"": ""candidate""}",{},{},[],[],,method_atom,scipy_shapiro,high,ready,true,"Test normality before parametric tests. Shapiro-Wilk (n<5000), K-S, Anderson-Darling."
ATOM_levene_test,builtin,analysis,general,levene_test,Levene's Test,assumption_check_slot,assumption_check,"{""type"": ""multiple_numeric_arrays""}","{""type"": ""VarianceTestResults"", ""fields"": [""test_statistic"", ""p_value"", ""equal_variances""]}","{""center"": ""median"", ""proportion_to_cut"": 0.2}","{""center"": ""candidate""}",{},{},[],[],,method_atom,scipy_levene,high,ready,true,Test equal variance assumption. Levene's (robust) or Bartlett's (sensitive to normality).
ATOM_post_hoc_tukey,builtin,analysis,general,post_hoc_tukey,Tukey HSD Post-Hoc,post_hoc_slot,post_hoc,"{""type"": ""anova_results""}","{""type"": ""PostHocResults"", ""fields"": [""pairwise_comparisons"", ""adjusted_p_values"", ""significant_pairs""]}","{""alpha"": 0.05}","{""alpha"": ""candidate""}","{""anova_significant"": true}",{},"[""group_labels""]",[],,method_atom,scipy_tukey_hsd,high,ready,true,Post-hoc pairwise after significant ANOVA. Controls FWER.
ATOM_post_hoc_games_howell,builtin,analysis,general,post_hoc_games_howell,Games-Howell Post-Hoc,post_hoc_slot,post_hoc,"{""type"": ""anova_results""}","{""type"": ""PostHocResults"", ""fields"": [""pairwise_comparisons"", ""adjusted_p_values""]}","{""alpha"": 0.05}","{""alpha"": ""candidate""}","{""unequal_variances"": true}",{},"[""group_labels""]",[],,method_atom,pingouin_games_howell,high,ready,true,Post-hoc robust to unequal variances and sample sizes.
ATOM_bonferroni_correction,builtin,analysis,general,bonferroni_correction,Bonferroni Correction,multiple_comparison_slot,multiple_comparison_correction,"{""type"": ""p_values_array""}","{""type"": ""CorrectedResults"", ""fields"": [""corrected_p_values"", ""adjusted_alpha""]}","{""n_tests"": ""auto"", ""alpha"": 0.05}","{""n_tests"": ""candidate"", ""alpha"": ""candidate""}",{},{},[],[],,method_atom,scipy_bonferroni,high,ready,true,Most conservative: adjusted_alpha = alpha / n_tests. Controls FWER.
ATOM_fdr_bh_correction,builtin,analysis,general,fdr_bh_correction,Benjamini-Hochberg FDR,multiple_comparison_slot,multiple_comparison_correction,"{""type"": ""p_values_array""}","{""type"": ""CorrectedResults"", ""fields"": [""corrected_p_values"", ""rejected""]}","{""alpha"": 0.05, ""method"": ""indep""}","{""alpha"": ""candidate""}",{},{},[],[],,method_atom,scipy_fdr_bh,high,ready,true,Controls FDR. Most common in fNIRS. Less conservative than Bonferroni.
ATOM_fdr_by_correction,builtin,analysis,general,fdr_by_correction,Benjamini-Yekutieli FDR,multiple_comparison_slot,multiple_comparison_correction,"{""type"": ""p_values_array""}","{""type"": ""CorrectedResults"", ""fields"": [""corrected_p_values"", ""rejected""]}","{""alpha"": 0.05}","{""alpha"": ""candidate""}","{""dependent_tests"": true}",{},[],[],,method_atom,scipy_fdr_by,high,ready,true,Valid under arbitrary dependence. Use when spatial/temporal correlation unknown.
ATOM_cluster_permutation_test,builtin,analysis,general,cluster_permutation_test,Cluster-Based Permutation Test,permutation_slot,cluster_test,"{""type"": ""observations_x_channels_x_times""}","{""type"": ""ClusterTestResults"", ""fields"": [""cluster_stats"", ""cluster_p_values"", ""significant_clusters""]}","{""n_permutations"": 1024, ""threshold"": ""auto"", ""tail"": 0, ""cluster_alpha"": 0.05}","{""n_permutations"": ""candidate"", ""threshold"": ""candidate""}",{},{},[],[],,method_atom,MNE_permutation_cluster_test,high,ready,true,MNE permutation_cluster_test. Non-parametric cluster-based correction. Maris & Oostenveld 2007.
ATOM_spatiotemporal_cluster_test,builtin,analysis,general,spatiotemporal_cluster_test,Spatio-Temporal Cluster Test,permutation_slot,cluster_test,"{""type"": ""observations_x_channels_x_times""}","{""type"": ""ClusterTestResults"", ""fields"": [""cluster_stats"", ""cluster_p_values""]}","{""n_permutations"": 1024, ""adjacency"": ""grid"", ""cluster_alpha"": 0.05}","{""n_permutations"": ""candidate"", ""adjacency"": ""candidate""}",{},{},"[""channel_adjacency""]",[],,method_atom,MNE_spatiotemporal_cluster,high,ready,true,MNE spatio_temporal_cluster_1samp_test. Spatial adjacency-aware clustering.
ATOM_bootstrap_ci,builtin,analysis,general,bootstrap_confidence_interval,Bootstrap Confidence Interval,ci_estimation_slot,bootstrap,"{""type"": ""numeric_array""}","{""type"": ""BootstrapResults"", ""fields"": [""ci_lower"", ""ci_upper"", ""standard_error""]}","{""n_resamples"": 10000, ""ci_level"": 0.95, ""method"": ""percentile | BCa"", ""statistic"": ""mean""}","{""n_resamples"": ""candidate"", ""ci_level"": ""candidate"", ""method"": ""candidate""}",{},{},[],[],,method_atom,MNE_bootstrap_ci,high,ready,true,MNE bootstrap_confidence_interval. Non-parametric CI. No distributional assumptions.
ATOM_linear_regression,builtin,analysis,general,linear_regression,Linear Regression,regression_slot,regression,"{""type"": ""design_matrix + dependent_variable""}","{""type"": ""RegressionResults"", ""fields"": [""beta_coefficients"", ""p_values"", ""r_squared"", ""residuals""]}","{""add_constant"": true, ""method"": ""OLS | robust""}","{""add_constant"": ""candidate"", ""method"": ""candidate""}",{},{},"[""predictor_names""]",[],,method_atom,MNE_linear_regression,high,ready,true,MNE linear_regression. OLS for design matrix analysis. Supports robust SE.
ATOM_logistic_regression,builtin,analysis,general,logistic_regression,Logistic Regression,regression_slot,regression,"{""type"": ""design_matrix + binary_outcome""}","{""type"": ""LogisticResults"", ""fields"": [""odds_ratios"", ""p_values"", ""accuracy"", ""auc""]}","{""penalty"": ""l2 | l1"", ""C"": 1.0}","{""penalty"": ""candidate"", ""C"": ""candidate""}","{""has_binary_outcome"": true}",{},"[""predictor_names""]",[],,method_atom,sklearn_logistic,high,ready,true,"Logistic regression for binary classification. Reports OR, AUC. Common in fNIRS diagnostic."
ATOM_cohens_d,builtin,analysis,general,cohens_d,Cohen's d Effect Size,effect_size_slot,effect_size,"{""type"": ""two_numeric_arrays | ttest_results""}","{""type"": ""EffectSizeResults"", ""fields"": [""cohens_d"", ""magnitude"", ""ci""]}","{""correction"": ""none | hedges_g"", ""magnitude_thresholds"": {""small"": 0.2, ""medium"": 0.5, ""large"": 0.8}}","{""correction"": ""candidate""}",{},{},[],[],,method_atom,Cohen1988,high,ready,true,"Cohen's d: standardized mean difference. d=0.2 small, 0.5 medium, 0.8 large. Hedges g corrects small sample bias."
ATOM_eta_squared,builtin,analysis,general,eta_squared,Eta-Squared / Partial Eta-Squared,effect_size_slot,effect_size,"{""type"": ""anova_results""}","{""type"": ""EffectSizeResults"", ""fields"": [""eta_squared"", ""partial_eta_squared"", ""omega_squared""]}","{""metric"": ""eta_squared | partial_eta_squared | omega_squared""}","{""metric"": ""candidate""}",{},{},[],[],,method_atom,Cohen1988,high,ready,true,Proportion of variance explained. eta2 = SS_effect/SS_total. Partial eta2 for multi-factor. Omega2 less biased.
ATOM_point_biserial_r,builtin,analysis,general,point_biserial_correlation,Point-Biserial Correlation,correlation_slot,correlation,"{""type"": ""binary_variable + continuous_variable""}","{""type"": ""CorrelationResults"", ""fields"": [""r"", ""p_value"", ""ci""]}","{""alternative"": ""two-sided""}","{""alternative"": ""candidate""}","{""has_binary_and_continuous"": true}",{},[],[],,method_atom,scipy_pointbiserialr,high,ready,true,Correlation between binary and continuous. Equivalent to Pearson r.
ATOM_power_analysis,builtin,analysis,general,power_analysis,Statistical Power Analysis,power_analysis_slot,power_analysis,"{""type"": ""power_parameters""}","{""type"": ""PowerResults"", ""fields"": [""achieved_power"", ""required_n"", ""minimum_detectable_effect""]}","{""test_type"": ""t_test | anova | correlation"", ""alternative"": ""two-sided"", ""alpha"": 0.05, ""power"": 0.8}","{""test_type"": ""candidate"", ""alpha"": ""candidate"", ""power"": ""candidate""}",{},{},[],[],,method_atom,statsmodels_power,high,ready,true,A priori or post hoc power. Calculate required N or achieved power. Critical for study design.
ATOM_network_based_statistic,builtin,analysis,resting_state,network_based_statistic,Network-Based Statistic (NBS),multiple_comparison_slot,nbs,"{""type"": ""connectivity_matrix_per_subject""}","{""type"": ""NBSResults"", ""fields"": [""significant_edges"", ""component_size"", ""p_value""]}","{""n_permutations"": 1000, ""alpha"": 0.05, ""test_statistic"": ""t""}","{""n_permutations"": ""candidate"", ""alpha"": ""candidate""}","{""has_connectivity_data"": true}",{},"[""edge_labels""]",[],,method_atom,Zalesky2010_NBS,high,ready,true,NBS: permutation test for graph/edge-level inference. Identifies connected significant components. Zalesky et al. 2010.
ATOM_tfce_enhancement,builtin,analysis,general,tfce_enhancement,Threshold-Free Cluster Enhancement,permutation_slot,tfce,"{""type"": ""statistic_map""}","{""type"": ""TFCE_Results"", ""fields"": [""tfce_statistic_map"", ""p_value_map""]}","{""n_permutations"": 1000, ""E"": 0.5, ""H"": 2, ""C"": 0.5}","{""n_permutations"": ""candidate"", ""E"": ""candidate"", ""H"": ""candidate""}",{},{},[],[],,method_atom,Smith2009_TFCE,high,ready,true,TFCE: threshold-free inference combining extent and height. Smith & Nichols 2009.
ATOM_bayes_factor,builtin,analysis,general,bayes_factor,Bayes Factor,bayesian_slot,bayesian,"{""type"": ""data + hypotheses""}","{""type"": ""BayesFactorResults"", ""fields"": [""bayes_factor"", ""interpretation""]}","{""prior_scale"": ""medium | wide | ultrawide"", ""test_type"": ""t_test | anova | correlation""}","{""prior_scale"": ""candidate"", ""test_type"": ""candidate""}",{},{},[],[],,method_atom,Jeffreys1961,medium,ready,true,"Quantify evidence for H1 vs H0. BF10>10 strong for H1, BF10<0.1 strong for H0."
ATOM_1d_cnn,builtin,deep_learning,classification,1d_cnn_classification,1D CNN for fNIRS Temporal Classification,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy"", ""loss_curve""]}","{""conv_layers"": 3, ""filters"": [32, 64, 128], ""kernel_size"": 3, ""pool_size"": 2, ""dropout"": 0.5, ""activation"": ""relu"", ""batch_norm"": true, ""optimizer"": ""adam"", ""lr"": 0.001, ""epochs"": 100, ""batch_size"": 32, ""early_stopping_patience"": 10}","{""conv_layers"": ""candidate"", ""filters"": ""candidate"", ""kernel_size"": ""candidate"", ""dropout"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""channel_labels"", ""sampling_rate""]","[""confirm_classification_task""]",,method_atom,fnirs_cnn_classification; node_templates_CNN,high,ready,true,"1D CNN: temporal convolutions over fNIRS time series. Each conv layer extracts local temporal patterns. Reference: >89.57% accuracy for MCI detection. Input: (subjects, channels, time). Output: class probabilities."
ATOM_2d_cnn,builtin,deep_learning,classification,2d_cnn_classification,2D CNN for fNIRS Spatial-Temporal Classification,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints, n_features)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy""]}","{""conv_layers"": 3, ""filters"": [32, 64, 128], ""kernel_size"": [3, 3], ""pool_size"": [2, 2], ""dropout"": 0.5, ""activation"": ""relu"", ""batch_norm"": true, ""spatial_conv"": true}","{""conv_layers"": ""candidate"", ""filters"": ""candidate"", ""kernel_size"": ""candidate""}","{""has_spatial_temporal_data"": true}",{},"[""channel_positions"", ""sampling_rate""]",[],,method_atom,fnirs_2d_cnn,high,ready,true,2D CNN: spatial-temporal convolutions. Treats channel x time as 2D image. Captures both spatial channel relationships and temporal dynamics.
ATOM_eegnet,builtin,deep_learning,classification,eegnet_classification,EEGNet (Adapted for fNIRS),dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy""]}","{""F1"": 8, ""D"": 2, ""F2"": 16, ""kernel_size"": 64, ""dropout"": 0.5, ""depthwise_multiplier"": 1, ""activation"": ""elu"", ""optimizer"": ""adam"", ""lr"": 0.001}","{""F1"": ""candidate"", ""D"": ""candidate"", ""F2"": ""candidate"", ""kernel_size"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Lawhern2018_EEGNet,high,ready,true,"EEGNet: compact CNN with depthwise and separable convolutions. Very few parameters, good for small fNIRS datasets. Lawhern et al. 2018. F1=filters1, D=depth multiplier, F2=filters2."
ATOM_shallow_convnet,builtin,deep_learning,classification,shallow_convnet_classification,ShallowConvNet for fNIRS,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy""]}","{""n_filters"": 40, ""filter_time"": 25, ""pool_time"": 75, ""dropout"": 0.5, ""batch_norm"": true, ""activation"": ""square + log""}","{""n_filters"": ""candidate"", ""filter_time"": ""candidate"", ""pool_time"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""sampling_rate""]",[],,method_atom,Schirrmeister2017_ShallowConvNet,high,ready,true,ShallowConvNet: temporal + spatial convolution with square activation and average pooling. Schirrmeister et al. 2017. Good baseline for BCI.
ATOM_lstm,builtin,deep_learning,classification,lstm_classification,LSTM for fNIRS Temporal Classification,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_timepoints, n_channels)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy"", ""hidden_states""]}","{""hidden_size"": 128, ""num_layers"": 2, ""dropout"": 0.3, ""bidirectional"": false, ""cell_type"": ""lstm"", ""optimizer"": ""adam"", ""lr"": 0.001, ""epochs"": 100, ""batch_size"": 32}","{""hidden_size"": ""candidate"", ""num_layers"": ""candidate"", ""dropout"": ""candidate"", ""bidirectional"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Hochreiter1997_LSTM; node_templates_LSTM,high,ready,true,LSTM: captures long-range temporal dependencies in fNIRS time series. Gating mechanism prevents vanishing gradients. MODWT-LSTM used for physiological noise filtering (extraction evidence).
ATOM_gru,builtin,deep_learning,classification,gru_classification,GRU for fNIRS Classification,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_timepoints, n_channels)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy""]}","{""hidden_size"": 128, ""num_layers"": 2, ""dropout"": 0.3, ""bidirectional"": false, ""cell_type"": ""gru"", ""optimizer"": ""adam"", ""lr"": 0.001}","{""hidden_size"": ""candidate"", ""num_layers"": ""candidate"", ""dropout"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Cho2014_GRU,high,ready,true,"GRU: lighter alternative to LSTM with fewer parameters. Similar performance, faster training. Cho et al. 2014."
ATOM_bidirectional_lstm,builtin,deep_learning,classification,bidirectional_lstm_classification,Bidirectional LSTM for fNIRS,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_timepoints, n_channels)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy""]}","{""hidden_size"": 128, ""num_layers"": 2, ""dropout"": 0.3, ""bidirectional"": true, ""merge_mode"": ""concat"", ""optimizer"": ""adam"", ""lr"": 0.001}","{""hidden_size"": ""candidate"", ""num_layers"": ""candidate"", ""merge_mode"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Schuster1997_BiLSTM,high,ready,true,BiLSTM: forward + backward temporal context. Captures both past and future dependencies. merge_mode: concat or sum.
ATOM_transformer_encoder,builtin,deep_learning,classification,transformer_classification,Transformer Encoder for fNIRS,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_timepoints, n_channels)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy"", ""attention_weights""]}","{""d_model"": 128, ""nhead"": 8, ""num_layers"": 4, ""dim_feedforward"": 512, ""dropout"": 0.1, ""activation"": ""gelu"", ""max_seq_len"": 500, ""pos_encoding"": ""sinusoidal | learned"", ""optimizer"": ""adam"", ""lr"": 0.0001, ""warmup_steps"": 100}","{""d_model"": ""candidate"", ""nhead"": ""candidate"", ""num_layers"": ""candidate"", ""dropout"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Vaswani2017_Transformer; node_templates_Transformer,high,ready,true,"Transformer: self-attention over fNIRS time steps. Captures global temporal dependencies without recurrence. d_model embedding dim, nhead attention heads. Positional encoding for temporal order. Vaswani et al. 2017."
ATOM_temporal_transformer,builtin,deep_learning,classification,temporal_transformer_classification,Temporal Transformer for fNIRS Brain Decoding,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_timepoints, n_channels)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy"", ""attention_maps""]}","{""d_model"": 64, ""nhead"": 4, ""num_layers"": 2, ""dropout"": 0.2, ""window_size"": 10, ""stride"": 5, ""channel_embedding"": ""linear | conv1d"", ""temporal_encoding"": ""relative | absolute""}","{""d_model"": ""candidate"", ""nhead"": ""candidate"", ""window_size"": ""candidate"", ""channel_embedding"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints"", ""sampling_rate""]",[],,method_atom,Transformer_LSTM_fnirs_Parkinson,high,ready,true,Temporal Transformer: sliding window attention for fNIRS. Window-based processing for long sequences. Channel embedding projects each channel to d_model. Evidence: Transformer-LSTM for Parkinson staging.
ATOM_cnn_lstm_hybrid,builtin,deep_learning,classification,cnn_lstm_hybrid_classification,CNN-LSTM Hybrid for fNIRS,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy""]}","{""cnn_layers"": 2, ""cnn_filters"": [32, 64], ""cnn_kernel"": 3, ""lstm_hidden"": 128, ""lstm_layers"": 1, ""dropout"": 0.5, ""pool_type"": ""max""}","{""cnn_layers"": ""candidate"", ""cnn_filters"": ""candidate"", ""lstm_hidden"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,CNN_LSTM_hybrid_fnirs,high,ready,true,"CNN-LSTM: CNN extracts local temporal features, LSTM models sequential dependencies. Best of both worlds. CNN front-end reduces sequence length for LSTM."
ATOM_cnn_transformer_hybrid,builtin,deep_learning,classification,cnn_transformer_hybrid_classification,CNN-Transformer Hybrid for fNIRS,dl_model_slot,dl_classifier,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""probabilities"", ""accuracy"", ""attention_weights""]}","{""cnn_filters"": 64, ""cnn_kernel"": 7, ""transformer_d_model"": 128, ""transformer_nhead"": 8, ""transformer_layers"": 2, ""dropout"": 0.3}","{""cnn_filters"": ""candidate"", ""transformer_d_model"": ""candidate"", ""transformer_nhead"": ""candidate""}","{""has_temporal_fnirs_data"": true}",{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,CNN_Transformer_hybrid,high,ready,true,CNN-Transformer: CNN feature extraction + Transformer attention. Captures local patterns and global dependencies.
ATOM_vae,builtin,deep_learning,representation_learning,vae_representation,Variational Autoencoder for fNIRS,dl_model_slot,dl_encoder,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""LatentRepresentation"", ""fields"": [""latent_codes"", ""reconstructed_data"", ""reconstruction_loss"", ""kl_divergence""]}","{""latent_dim"": 32, ""encoder_hidden"": [128, 64], ""decoder_hidden"": [64, 128], ""dropout"": 0.2, ""beta"": 1.0, ""activation"": ""relu"", ""optimizer"": ""adam"", ""lr"": 0.001}","{""latent_dim"": ""candidate"", ""encoder_hidden"": ""candidate"", ""decoder_hidden"": ""candidate"", ""beta"": ""candidate""}",{},{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Kingma2014_VAE,high,ready,true,"VAE: learns compact latent representation of fNIRS data. Useful for anomaly detection, data augmentation, and unsupervised feature learning. Beta-VAE for disentangled representations."
ATOM_time_series_augmentation,builtin,deep_learning,data_augmentation,time_series_augmentation,Time Series Data Augmentation for fNIRS,augmentation_slot,augmentation,"{""type"": ""HaemoglobinData + Labels""}","{""type"": ""AugmentedData"", ""fields"": [""augmented_data"", ""augmented_labels"", ""augmentation_log""]}","{""methods"": [""jittering"", ""scaling"", ""time_warping"", ""cropping"", ""permutation"", ""rotation""], ""augmentation_factor"": 2, ""noise_std"": 0.05, ""scale_range"": [0.9, 1.1], ""seed"": 42}","{""methods"": ""candidate"", ""augmentation_factor"": ""candidate"", ""noise_std"": ""candidate""}","{""small_dataset"": true}",{},[],[],,method_atom,Wen2020_Augmentation; Um2017_DataAugmentation,high,ready,true,"Time series augmentation: jittering (add noise), scaling (multiply), time_warping (non-linear变形), cropping (subsequence), permutation (reorder), rotation (channel mixing). Critical for small fNIRS datasets."
ATOM_transfer_learning,builtin,deep_learning,classification,transfer_learning,Transfer Learning for fNIRS,dl_model_slot,dl_transfer,"{""type"": ""HaemoglobinData + PretrainedModel""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""accuracy"", ""fine_tune_log""]}","{""source_domain"": ""eeg | fmri | synthetic_fnirs"", ""pretrained_model"": """", ""freeze_layers"": ""all_except_last"", ""fine_tune_lr"": 0.0001, ""fine_tune_epochs"": 20, ""feature_extraction_mode"": true}","{""source_domain"": ""candidate"", ""freeze_layers"": ""candidate"", ""fine_tune_lr"": ""candidate""}","{""has_pretrained_model"": true, ""small_target_dataset"": true}",{},"[""pretrained_model_path""]","[""confirm_source_domain_similarity""]",,method_atom,transfer_learning_fnirs,medium,ready,true,"Transfer learning: leverage pretrained models (EEG, fMRI, or large fNIRS corpus) for small target datasets. Freeze early layers, fine-tune later layers. Feature extraction mode: train only classifier head."
ATOM_hyperparameter_optimization,builtin,deep_learning,model_selection,hyperparameter_optimization,Hyperparameter Optimization for DL Models,model_optimization_slot,optimization,"{""type"": ""model_config_space + training_data""}","{""type"": ""OptimizationResults"", ""fields"": [""best_params"", ""best_score"", ""search_history"", ""optimization_curve""]}","{""method"": ""bayesian | random_search | grid_search"", ""n_trials"": 50, ""scoring"": ""accuracy | f1_weighted | roc_auc"", ""cv_folds"": 5, ""early_stopping_rounds"": 10, ""seed"": 42}","{""method"": ""candidate"", ""n_trials"": ""candidate"", ""scoring"": ""candidate""}",{},{},[],[],,method_atom,BayesianOptimization,high,ready,true,"Bayesian optimization (Optuna) or random search for DL hyperparameters. Tune learning rate, dropout, hidden size, layers. Early stopping prevents overfitting."
ATOM_model_interpretability,builtin,deep_learning,interpretation,model_interpretability,DL Model Interpretability (GradCAM / SHAP),interpretation_slot,interpretability,"{""type"": ""TrainedModel + InputData""}","{""type"": ""InterpretationResults"", ""fields"": [""feature_importance"", ""attention_weights"", ""gradcam_maps"", ""shap_values"", ""channel_importance_ranking""]}","{""method"": ""gradcam | shap | attention_weights | integrated_gradients"", ""target_layer"": ""last_conv | last_transformer_layer"", ""n_samples_shap"": 100}","{""method"": ""candidate"", ""target_layer"": ""candidate""}","{""has_trained_model"": true}",{},[],[],,method_atom,GradCAM_Selvaraju2017; SHAP_Lundberg2017,high,ready,true,GradCAM: gradient-weighted class activation mapping for CNN. SHAP: SHapley Additive exPlanations for any model. Attention weights: from Transformer layers. Essential for neuroscientific interpretation.
ATOM_subject_wise_cv,builtin,deep_learning,validation,subject_wise_cross_validation,Subject-Wise Cross-Validation,validation_slot,validation,"{""type"": ""Data + Labels + SubjectIDs""}","{""type"": ""CVResults"", ""fields"": [""fold_accuracies"", ""mean_accuracy"", ""std_accuracy"", ""confusion_matrix"", ""per_fold_predictions""]}","{""n_folds"": 5, ""strategy"": ""subject_wise | stratified_subject_wise | leave_one_out"", ""nested_cv"": true, ""outer_folds"": 5, ""inner_folds"": 3, ""seed"": 42}","{""n_folds"": ""candidate"", ""strategy"": ""candidate"", ""nested_cv"": ""candidate""}",{},{},"[""subject_ids""]",[],,method_atom,nested_cv_fnirs,high,ready,true,"Subject-wise CV: ensures no data leakage across subjects. Nested CV: outer loop for performance estimation, inner loop for hyperparameter tuning. Critical for fNIRS BCI."
